Loan_ID,Gender,Married,Dependents,Education,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001972,Male,Yes,0.7629382303839732,Not Graduate,2875,1750.0,105.0,360.0,1.0,Semiurban,Y
LP001974,Female,No,0,Graduate,5000,0.0,132.0,360.0,1.0,Rural,Y
LP001977,Male,Yes,1,Graduate,1625,1803.0,96.0,360.0,1.0,Urban,Y
LP001978,Male,No,0,Graduate,4000,2500.0,140.0,360.0,1.0,Rural,Y
LP001990,Male,No,0,Not Graduate,2000,0.0,9.0,360.0,1.0,Urban,N
LP001993,Female,No,0,Graduate,3762,1666.0,135.0,360.0,1.0,Rural,Y
LP001994,Female,No,0,Graduate,2400,1863.0,104.0,360.0,0.0,Urban,N
LP001996,Male,No,0,Graduate,20233,0.0,480.0,360.0,1.0,Rural,N
LP001998,Male,Yes,2,Not Graduate,7667,0.0,185.0,360.0,1.0,Rural,Y
LP002002,Female,No,0,Graduate,2917,0.0,84.0,360.0,1.0,Semiurban,Y
LP002004,Male,No,0,Not Graduate,2927,2405.0,111.0,360.0,1.0,Semiurban,Y
LP002006,Female,No,0,Graduate,2507,0.0,56.0,360.0,1.0,Rural,Y
LP002008,Male,Yes,2,Graduate,5746,0.0,144.0,84.0,1.0,Rural,Y
LP002024,,Yes,0,Graduate,2473,1843.0,159.0,360.0,1.0,Rural,N
LP002031,Male,Yes,1,Not Graduate,3399,1640.0,111.0,180.0,1.0,Urban,Y
LP002035,Male,Yes,2,Graduate,3717,0.0,120.0,360.0,1.0,Semiurban,Y
LP002036,Male,Yes,0,Graduate,2058,2134.0,88.0,360.0,1.0,Urban,Y
LP002043,Female,No,1,Graduate,3541,0.0,112.0,360.0,1.0,Semiurban,Y
LP002050,Male,Yes,1,Graduate,10000,0.0,155.0,360.0,1.0,Rural,N
LP002051,Male,Yes,0,Graduate,2400,2167.0,115.0,360.0,1.0,Semiurban,Y
LP002053,Male,Yes,3,Graduate,4342,189.0,124.0,360.0,1.0,Semiurban,Y
LP002054,Male,Yes,2,Not Graduate,3601,1590.0,9.0,360.0,1.0,Rural,Y
LP002055,Female,No,0,Graduate,3166,2985.0,132.0,360.0,1.0,Rural,Y
LP002065,Male,Yes,3,Graduate,15000,0.0,300.0,360.0,1.0,Rural,Y
LP002067,Male,Yes,1,Graduate,8666,4983.0,376.0,360.0,0.0,Rural,N
LP002068,Male,No,0,Graduate,4917,0.0,130.0,360.0,0.0,Rural,Y
LP002082,Male,Yes,0,Graduate,5818,2160.0,184.0,360.0,1.0,Semiurban,Y
LP002086,Female,Yes,0,Graduate,4333,2451.0,110.0,360.0,1.0,Urban,N
LP002087,Female,No,0,Graduate,2500,0.0,67.0,360.0,1.0,Urban,Y
LP002097,Male,No,1,Graduate,4384,1793.0,117.0,360.0,1.0,Urban,Y
LP002098,Male,No,0,Graduate,2935,0.0,98.0,360.0,1.0,Semiurban,Y
LP002100,Male,No,0.7629382303839732,Graduate,2833,0.0,71.0,360.0,1.0,Urban,Y
LP002101,Male,Yes,0,Graduate,63337,0.0,490.0,180.0,1.0,Urban,Y
LP002103,,Yes,1,Graduate,9833,1833.0,182.0,180.0,1.0,Urban,Y
LP002106,Male,Yes,0.7629382303839732,Graduate,5503,4490.0,70.0,360.0,1.0,Semiurban,Y
LP002110,Male,Yes,1,Graduate,5250,688.0,160.0,360.0,1.0,Rural,Y
LP002112,Male,Yes,2,Graduate,2500,4600.0,176.0,360.0,1.0,Rural,Y
LP002113,Female,No,3,Not Graduate,1830,0.0,9.0,360.0,0.0,Urban,N
LP002114,Female,No,0,Graduate,4160,0.0,71.0,360.0,1.0,Semiurban,Y
LP002115,Male,Yes,3,Not Graduate,2647,1587.0,173.0,360.0,1.0,Rural,N
LP002116,Female,No,0,Graduate,2378,0.0,46.0,360.0,1.0,Rural,N
LP002119,Male,Yes,1,Not Graduate,4554,1229.0,158.0,360.0,1.0,Urban,Y
LP002126,Male,Yes,3,Not Graduate,3173,0.0,74.0,360.0,1.0,Semiurban,Y
LP002128,Male,Yes,2,Graduate,2583,2330.0,125.0,360.0,1.0,Rural,Y
LP002129,Male,Yes,0,Graduate,2499,2458.0,160.0,360.0,1.0,Semiurban,Y
LP002130,Male,Yes,0.7629382303839732,Not Graduate,3523,3230.0,152.0,360.0,0.0,Rural,N
LP002131,Male,Yes,2,Not Graduate,3083,2168.0,126.0,360.0,1.0,Urban,Y
LP002137,Male,Yes,0,Graduate,6333,4583.0,259.0,360.0,1.0,Semiurban,Y
LP002138,Male,Yes,0,Graduate,2625,6250.0,187.0,360.0,1.0,Rural,Y
LP002139,Male,Yes,0,Graduate,9083,0.0,228.0,360.0,1.0,Semiurban,Y
LP002140,Male,No,0,Graduate,8750,4167.0,308.0,360.0,1.0,Rural,N
LP002141,Male,Yes,3,Graduate,2666,2083.0,95.0,360.0,1.0,Rural,Y
LP002142,Female,Yes,0,Graduate,5500,0.0,105.0,360.0,0.0,Rural,N
LP002143,Female,Yes,0,Graduate,2423,505.0,130.0,360.0,1.0,Semiurban,Y
LP002144,Female,No,0.7629382303839732,Graduate,3813,0.0,116.0,180.0,1.0,Urban,Y
LP002149,Male,Yes,2,Graduate,8333,3167.0,165.0,360.0,1.0,Rural,Y
LP002151,Male,Yes,1,Graduate,3875,0.0,67.0,360.0,1.0,Urban,N
LP002158,Male,Yes,0,Not Graduate,3000,1666.0,100.0,480.0,0.0,Urban,N
LP002160,Male,Yes,3,Graduate,5167,3167.0,200.0,360.0,1.0,Semiurban,Y
LP002161,Female,No,1,Graduate,4723,0.0,81.0,360.0,1.0,Semiurban,N
LP002170,Male,Yes,2,Graduate,5000,3667.0,236.0,360.0,1.0,Semiurban,Y
LP002175,Male,Yes,0,Graduate,4750,2333.0,130.0,360.0,1.0,Urban,Y
LP002178,Male,Yes,0,Graduate,3013,3033.0,95.0,300.0,1.0,Urban,Y
LP002180,Male,No,0,Graduate,6822,0.0,141.0,360.0,1.0,Rural,Y
LP002181,Male,No,0,Not Graduate,6216,0.0,133.0,360.0,1.0,Rural,N
LP002187,Male,No,0,Graduate,2500,0.0,96.0,480.0,1.0,Semiurban,N
LP002188,Male,No,0,Graduate,5124,0.0,124.0,360.0,0.0,Rural,N
LP002190,Male,Yes,1,Graduate,6325,0.0,175.0,360.0,1.0,Semiurban,Y
LP002191,Male,Yes,0,Graduate,19730,5266.0,570.0,360.0,1.0,Rural,N
LP002194,Female,No,0,Graduate,15759,0.0,55.0,360.0,1.0,Semiurban,Y
LP002197,Male,Yes,2,Graduate,5185,0.0,155.0,360.0,1.0,Semiurban,Y
LP002201,Male,Yes,2,Graduate,9323,7873.0,380.0,300.0,1.0,Rural,Y
LP002205,Male,No,1,Graduate,3062,1987.0,111.0,180.0,0.0,Urban,N
LP002209,Female,No,0,Graduate,2764,1459.0,110.0,360.0,1.0,Urban,Y
LP002211,Male,Yes,0,Graduate,4817,923.0,120.0,180.0,1.0,Urban,Y
LP002219,Male,Yes,3,Graduate,8750,4996.0,130.0,360.0,1.0,Rural,Y
LP002223,Male,Yes,0,Graduate,4310,0.0,130.0,360.0,1.0,Semiurban,Y
LP002224,Male,No,0,Graduate,3069,0.0,71.0,480.0,1.0,Urban,N
LP002225,Male,Yes,2,Graduate,5391,0.0,130.0,360.0,1.0,Urban,Y
LP002226,Male,Yes,0,Graduate,3333,2500.0,128.0,360.0,1.0,Semiurban,Y
LP002229,Male,No,0,Graduate,5941,4232.0,296.0,360.0,1.0,Semiurban,Y
LP002231,Female,No,0,Graduate,6000,0.0,156.0,360.0,1.0,Urban,Y
LP002234,Male,No,0,Graduate,7167,0.0,128.0,360.0,1.0,Urban,Y
LP002236,Male,Yes,2,Graduate,4566,0.0,100.0,360.0,1.0,Urban,N
LP002237,Male,No,1,Graduate,3667,0.0,113.0,180.0,1.0,Urban,Y
LP002239,Male,No,0,Not Graduate,2346,1600.0,132.0,360.0,1.0,Semiurban,Y
LP002243,Male,Yes,0,Not Graduate,3010,3136.0,9.0,360.0,0.0,Urban,N
LP002244,Male,Yes,0,Graduate,2333,2417.0,136.0,360.0,1.0,Urban,Y
LP002250,Male,Yes,0,Graduate,5488,0.0,125.0,360.0,1.0,Rural,Y
LP002255,Male,No,3,Graduate,9167,0.0,185.0,360.0,1.0,Rural,Y
LP002262,Male,Yes,3,Graduate,9504,0.0,275.0,360.0,1.0,Rural,Y
LP002263,Male,Yes,0,Graduate,2583,2115.0,120.0,360.0,1.0,Urban,Y
LP002265,Male,Yes,2,Not Graduate,1993,1625.0,113.0,180.0,1.0,Semiurban,Y
LP002266,Male,Yes,2,Graduate,3100,1400.0,113.0,360.0,1.0,Urban,Y
LP002272,Male,Yes,2,Graduate,3276,484.0,135.0,360.0,1.0,Semiurban,Y
LP002277,Female,No,0,Graduate,3180,0.0,71.0,360.0,0.0,Urban,N
LP002281,Male,Yes,0,Graduate,3033,1459.0,95.0,360.0,1.0,Urban,Y
LP002284,Male,No,0,Not Graduate,3902,1666.0,109.0,360.0,1.0,Rural,Y
LP002287,Female,No,0,Graduate,1500,1800.0,103.0,360.0,0.0,Semiurban,N
LP002288,Male,Yes,2,Not Graduate,2889,0.0,45.0,180.0,0.0,Urban,N
LP002296,Male,No,0,Not Graduate,2755,0.0,65.0,300.0,1.0,Rural,N
LP002297,Male,No,0,Graduate,2500,20000.0,103.0,360.0,1.0,Semiurban,Y
LP002300,Female,No,0,Not Graduate,1963,0.0,53.0,360.0,1.0,Semiurban,Y
LP002301,Female,No,0,Graduate,7441,0.0,194.0,360.0,1.0,Rural,N
LP002305,Female,No,0,Graduate,4547,0.0,115.0,360.0,1.0,Semiurban,Y
LP002308,Male,Yes,0,Not Graduate,2167,2400.0,115.0,360.0,1.0,Urban,Y
LP002314,Female,No,0,Not Graduate,2213,0.0,66.0,360.0,1.0,Rural,Y
LP002315,Male,Yes,1,Graduate,8300,0.0,152.0,300.0,0.0,Semiurban,N
LP002317,Male,Yes,3,Graduate,81000,0.0,360.0,360.0,0.0,Rural,N
LP002318,Female,No,1,Not Graduate,3867,0.0,62.0,360.0,1.0,Semiurban,N
LP002319,Male,Yes,0,Graduate,6256,0.0,160.0,360.0,1.0,Urban,Y
LP002328,Male,Yes,0,Not Graduate,6096,0.0,218.0,360.0,0.0,Rural,N
LP002332,Male,Yes,0,Not Graduate,2253,2033.0,110.0,360.0,1.0,Rural,Y
LP002335,Female,Yes,0,Not Graduate,2149,3237.0,178.0,360.0,0.0,Semiurban,N
LP002337,Female,No,0,Graduate,2995,0.0,60.0,360.0,1.0,Urban,Y
LP002341,Female,No,1,Graduate,2600,0.0,160.0,360.0,1.0,Urban,N
LP002342,Male,Yes,2,Graduate,1600,20000.0,239.0,360.0,1.0,Urban,N
LP002345,Male,Yes,0,Graduate,1025,2773.0,112.0,360.0,1.0,Rural,Y
LP002347,Male,Yes,0,Graduate,3246,1417.0,138.0,360.0,1.0,Semiurban,Y
LP002348,Male,Yes,0,Graduate,5829,0.0,138.0,360.0,1.0,Rural,Y
LP002357,Female,No,0,Not Graduate,2720,0.0,80.0,360.0,0.0,Urban,N
LP002361,Male,Yes,0,Graduate,1820,1719.0,100.0,360.0,1.0,Urban,Y
LP002362,Male,Yes,1,Graduate,7250,1667.0,110.0,360.0,0.0,Urban,N
LP002364,Male,Yes,0,Graduate,14880,0.0,96.0,360.0,1.0,Semiurban,Y
LP002366,Male,Yes,0,Graduate,2666,4300.0,121.0,360.0,1.0,Rural,Y
LP002367,Female,No,1,Not Graduate,4606,0.0,81.0,360.0,1.0,Rural,N
LP002368,Male,Yes,2,Graduate,5935,0.0,133.0,360.0,1.0,Semiurban,Y
LP002369,Male,Yes,0,Graduate,2920,16.12000084,87.0,360.0,1.0,Rural,Y
LP002370,Male,No,0,Not Graduate,2717,0.0,60.0,180.0,1.0,Urban,Y
LP002377,Female,No,1,Graduate,8624,0.0,150.0,360.0,1.0,Semiurban,Y
LP002379,Male,No,0,Graduate,6500,0.0,105.0,360.0,0.0,Rural,N
LP002386,Male,No,0,Graduate,12876,0.0,405.0,360.0,1.0,Semiurban,Y
LP002387,Male,Yes,0,Graduate,2425,2340.0,143.0,360.0,1.0,Semiurban,Y
LP002390,Male,No,0,Graduate,3750,0.0,100.0,360.0,1.0,Urban,Y
LP002393,Female,,0.7629382303839732,Graduate,10047,0.0,9.0,240.0,1.0,Semiurban,Y
LP002398,Male,No,0,Graduate,1926,1851.0,50.0,360.0,1.0,Semiurban,Y
LP002401,Male,Yes,0,Graduate,2213,1125.0,9.0,360.0,1.0,Urban,Y
LP002403,Male,No,0,Graduate,10416,0.0,187.0,360.0,0.0,Urban,N
LP002407,Female,Yes,0,Not Graduate,7142,0.0,138.0,360.0,1.0,Rural,Y
LP002408,Male,No,0,Graduate,3660,5064.0,187.0,360.0,1.0,Semiurban,Y
LP002409,Male,Yes,0,Graduate,7901,1833.0,180.0,360.0,1.0,Rural,Y
LP002418,Male,No,3,Not Graduate,4707,1993.0,148.0,360.0,1.0,Semiurban,Y
LP002422,Male,No,1,Graduate,37719,0.0,152.0,360.0,1.0,Semiurban,Y
LP002424,Male,Yes,0,Graduate,7333,8333.0,175.0,300.0,1.0,Rural,Y
LP002429,Male,Yes,1,Graduate,3466,1210.0,130.0,360.0,1.0,Rural,Y
LP002434,Male,Yes,2,Not Graduate,4652,0.0,110.0,360.0,1.0,Rural,Y
LP002435,Male,Yes,0,Graduate,3539,1376.0,55.0,360.0,1.0,Rural,N
LP002443,Male,Yes,2,Graduate,3340,1710.0,150.0,360.0,0.0,Rural,N
LP002444,Male,No,1,Not Graduate,2769,1542.0,190.0,360.0,1.0,Semiurban,N
LP002446,Male,Yes,2,Not Graduate,2309,1255.0,125.0,360.0,0.0,Rural,N
LP002447,Male,Yes,2,Not Graduate,1958,1456.0,60.0,300.0,1.0,Urban,Y
LP002448,Male,Yes,0,Graduate,3948,1733.0,149.0,360.0,0.0,Rural,N
LP002449,Male,Yes,0,Graduate,2483,2466.0,90.0,180.0,0.0,Rural,Y
LP002453,Male,No,0,Graduate,7085,0.0,84.0,360.0,1.0,Semiurban,Y
LP002455,Male,Yes,2,Graduate,3859,0.0,96.0,360.0,1.0,Semiurban,Y
LP002459,Male,Yes,0,Graduate,4301,0.0,118.0,360.0,1.0,Urban,Y
LP002467,Male,Yes,0,Graduate,3708,2569.0,173.0,360.0,1.0,Urban,N
LP002472,Male,No,2,Graduate,4354,0.0,136.0,360.0,1.0,Rural,Y
LP002473,Male,Yes,0,Graduate,8334,0.0,160.0,360.0,1.0,Semiurban,N
LP002478,,Yes,0,Graduate,2083,4083.0,160.0,360.0,1.0,Semiurban,Y
LP002484,Male,Yes,3,Graduate,7740,0.0,128.0,180.0,1.0,Urban,Y
LP002487,Male,Yes,0,Graduate,3015,2188.0,153.0,360.0,1.0,Rural,Y
LP002489,Female,No,1,Not Graduate,5191,0.0,132.0,360.0,1.0,Semiurban,Y
LP002493,Male,No,0,Graduate,4166,0.0,98.0,360.0,0.0,Semiurban,N
LP002494,Male,No,0,Graduate,6000,0.0,140.0,360.0,1.0,Rural,Y
LP002500,Male,Yes,3,Not Graduate,2947,1664.0,70.0,180.0,0.0,Urban,N
LP002501,,Yes,0,Graduate,16692,0.0,110.0,360.0,1.0,Semiurban,Y
LP002502,Female,Yes,2,Not Graduate,210,2917.0,98.0,360.0,1.0,Semiurban,Y
LP002505,Male,Yes,0,Graduate,4333,2451.0,110.0,360.0,1.0,Urban,N
LP002515,Male,Yes,1,Graduate,3450,2079.0,162.0,360.0,1.0,Semiurban,Y
LP002517,Male,Yes,1,Not Graduate,2653,1500.0,113.0,180.0,0.0,Rural,N
LP002519,Male,Yes,3,Graduate,4691,0.0,100.0,360.0,1.0,Semiurban,Y
LP002522,Female,No,0,Graduate,2500,0.0,93.0,360.0,1.0,Urban,Y
LP002524,Male,No,2,Graduate,5532,4648.0,162.0,360.0,1.0,Rural,Y
LP002527,Male,Yes,2,Graduate,16525,1014.0,150.0,360.0,1.0,Rural,Y
LP002529,Male,Yes,2,Graduate,6700,1750.0,230.0,300.0,1.0,Semiurban,Y
LP002530,,Yes,2,Graduate,2873,1872.0,132.0,360.0,0.0,Semiurban,N
LP002531,Male,Yes,1,Graduate,16667,2250.0,86.0,360.0,1.0,Semiurban,Y
LP002533,Male,Yes,2,Graduate,2947,1603.0,9.0,360.0,1.0,Urban,N
LP002534,Female,No,0,Not Graduate,4350,0.0,154.0,360.0,1.0,Rural,Y
LP002536,Male,Yes,3,Not Graduate,3095,0.0,113.0,360.0,1.0,Rural,Y
LP002537,Male,Yes,0,Graduate,2083,3150.0,128.0,360.0,1.0,Semiurban,Y
LP002541,Male,Yes,0,Graduate,10833,0.0,234.0,360.0,1.0,Semiurban,Y
LP002543,Male,Yes,2,Graduate,8333,0.0,246.0,360.0,1.0,Semiurban,Y
LP002544,Male,Yes,1,Not Graduate,1958,2436.0,131.0,360.0,1.0,Rural,Y
LP002545,Male,No,2,Graduate,3547,0.0,80.0,360.0,0.0,Rural,N
LP002547,Male,Yes,1,Graduate,18333,0.0,500.0,360.0,1.0,Urban,N
LP002555,Male,Yes,2,Graduate,4583,2083.0,160.0,360.0,1.0,Semiurban,Y
LP002556,Male,No,0,Graduate,2435,0.0,75.0,360.0,1.0,Urban,N
LP002560,Male,No,0,Not Graduate,2699,2785.0,96.0,360.0,1.0,Semiurban,Y
LP002562,Male,Yes,1,Not Graduate,5333,1131.0,186.0,360.0,1.0,Urban,Y
LP002571,Male,No,0,Not Graduate,3691,0.0,110.0,360.0,1.0,Rural,Y
LP002582,Female,No,0,Not Graduate,17263,0.0,225.0,360.0,1.0,Semiurban,Y
LP002585,Male,Yes,0,Graduate,3597,2157.0,119.0,360.0,0.0,Rural,N
LP002586,Female,Yes,1,Graduate,3326,913.0,105.0,84.0,1.0,Semiurban,Y
LP002587,Male,Yes,0,Not Graduate,2600,1700.0,107.0,360.0,1.0,Rural,Y
LP002588,Male,Yes,0,Graduate,4625,2857.0,111.0,12.0,1.0,Urban,Y
LP002600,Male,Yes,1,Graduate,2895,0.0,95.0,360.0,1.0,Semiurban,Y
LP002602,Male,No,0,Graduate,6283,4416.0,209.0,360.0,0.0,Rural,N
LP002603,Female,No,0,Graduate,645,3683.0,113.0,480.0,1.0,Rural,Y
LP002606,Female,No,0,Graduate,3159,0.0,100.0,360.0,1.0,Semiurban,Y
LP002615,Male,Yes,2,Graduate,4865,5624.0,208.0,360.0,1.0,Semiurban,Y
LP002618,Male,Yes,1,Not Graduate,4050,5302.0,138.0,360.0,1.0,Rural,N
LP002619,Male,Yes,0,Not Graduate,3814,1483.0,124.0,300.0,1.0,Semiurban,Y
LP002622,Male,Yes,2,Graduate,3510,4416.0,243.0,360.0,1.0,Rural,Y
LP002624,Male,Yes,0,Graduate,20833,6667.0,480.0,360.0,1.0,Urban,Y
LP002625,,No,0,Graduate,3583,0.0,96.0,360.0,1.0,Urban,N
LP002626,Male,Yes,0,Graduate,2479,3013.0,188.0,360.0,1.0,Urban,Y
LP002634,Female,No,1,Graduate,13262,0.0,40.0,360.0,1.0,Urban,Y
LP002637,Male,No,0,Not Graduate,3598,1287.0,100.0,360.0,1.0,Rural,N
LP002640,Male,Yes,1,Graduate,6065,2004.0,250.0,360.0,1.0,Semiurban,Y
LP002643,Male,Yes,2,Graduate,3283,2035.0,148.0,360.0,1.0,Urban,Y
LP002648,Male,Yes,0,Graduate,2130,6666.0,70.0,180.0,1.0,Semiurban,N
LP002652,Male,No,0,Graduate,5815,3666.0,311.0,360.0,1.0,Rural,N
LP002659,Male,Yes,3,Graduate,3466,3428.0,150.0,360.0,1.0,Rural,Y
LP002670,Female,Yes,2,Graduate,2031,1632.0,113.0,480.0,1.0,Semiurban,Y
LP002682,Male,Yes,0.7629382303839732,Not Graduate,3074,1800.0,123.0,360.0,0.0,Semiurban,N
LP002683,Male,No,0,Graduate,4683,1915.0,185.0,360.0,1.0,Semiurban,N
LP002684,Female,No,0,Not Graduate,3400,0.0,95.0,360.0,1.0,Rural,N
LP002689,Male,Yes,2,Not Graduate,2192,1742.0,45.0,360.0,1.0,Semiurban,Y
LP002690,Male,No,0,Graduate,2500,0.0,55.0,360.0,1.0,Semiurban,Y
LP002692,Male,Yes,3,Graduate,5677,1424.0,100.0,360.0,1.0,Rural,Y
LP002693,Male,Yes,2,Graduate,7948,7166.0,480.0,360.0,1.0,Rural,Y
LP002697,Male,No,0,Graduate,4680,2087.0,9.0,360.0,1.0,Semiurban,N
LP002699,Male,Yes,2,Graduate,17500,0.0,400.0,360.0,1.0,Rural,Y
LP002705,Male,Yes,0,Graduate,3775,0.0,110.0,360.0,1.0,Semiurban,Y
LP002706,Male,Yes,1,Not Graduate,5285,1430.0,161.0,360.0,0.0,Semiurban,Y
LP002714,Male,No,1,Not Graduate,2679,1302.0,94.0,360.0,1.0,Semiurban,Y
LP002716,Male,No,0,Not Graduate,6783,0.0,130.0,360.0,1.0,Semiurban,Y
LP002717,Male,Yes,0,Graduate,1025,5500.0,216.0,360.0,1.0,Rural,Y
LP002720,Male,Yes,3,Graduate,4281,0.0,100.0,360.0,1.0,Urban,Y
LP002723,Male,No,2,Graduate,3588,0.0,110.0,360.0,0.0,Rural,N
LP002729,Male,No,1,Graduate,11250,0.0,196.0,360.0,1.0,Semiurban,N
LP002731,Female,No,0,Not Graduate,18165,0.0,125.0,360.0,1.0,Urban,Y
LP002732,Male,No,0,Not Graduate,2550,2042.0,126.0,360.0,1.0,Rural,Y
LP002734,Male,Yes,0,Graduate,6133,3906.0,324.0,360.0,1.0,Urban,Y
LP002738,Male,No,2,Graduate,3617,0.0,107.0,360.0,1.0,Semiurban,Y
LP002739,Male,Yes,0,Not Graduate,2917,536.0,66.0,360.0,1.0,Rural,N
LP002740,Male,Yes,3,Graduate,6417,0.0,157.0,180.0,1.0,Rural,Y
LP002741,Female,Yes,1,Graduate,4608,2845.0,140.0,180.0,1.0,Semiurban,Y
LP002743,Female,No,0,Graduate,2138,0.0,99.0,360.0,0.0,Semiurban,N
LP002753,Female,No,1,Graduate,3652,0.0,95.0,360.0,1.0,Semiurban,Y
LP002755,Male,Yes,1,Not Graduate,2239,2524.0,128.0,360.0,1.0,Urban,Y
LP002757,Female,Yes,0,Not Graduate,3017,663.0,102.0,360.0,1.0,Semiurban,Y
LP002767,Male,Yes,0,Graduate,2768,1950.0,155.0,360.0,1.0,Rural,Y
LP002768,Male,No,0,Not Graduate,3358,0.0,80.0,36.0,1.0,Semiurban,N
LP002772,Male,No,0,Graduate,2526,1783.0,145.0,360.0,1.0,Rural,Y
LP002776,Female,No,0,Graduate,5000,0.0,103.0,360.0,0.0,Semiurban,N
LP002777,Male,Yes,0,Graduate,2785,2016.0,110.0,360.0,1.0,Rural,Y
LP002778,Male,Yes,2,Graduate,6633,0.0,9.0,360.0,0.0,Rural,N
LP002784,Male,Yes,1,Not Graduate,2492,2375.0,9.0,360.0,1.0,Rural,Y
LP002785,Male,Yes,1,Graduate,3333,3250.0,158.0,360.0,1.0,Urban,Y
LP002788,Male,Yes,0,Not Graduate,2454,2333.0,181.0,360.0,0.0,Urban,N
LP002789,Male,Yes,0,Graduate,3593,4266.0,132.0,180.0,0.0,Rural,N
LP002792,Male,Yes,1,Graduate,5468,1032.0,26.0,360.0,1.0,Semiurban,Y
LP002794,Female,No,0,Graduate,2667,1625.0,84.0,360.0,1.0,Urban,Y
LP002795,Male,Yes,3,Graduate,10139,0.0,260.0,360.0,1.0,Semiurban,Y
LP002798,Male,Yes,0,Graduate,3887,2669.0,162.0,360.0,1.0,Semiurban,Y
LP002804,Female,Yes,0,Graduate,4180,2306.0,182.0,360.0,1.0,Semiurban,Y
LP002807,Male,Yes,2,Not Graduate,3675,242.0,108.0,360.0,1.0,Semiurban,Y
LP002813,Female,Yes,1,Graduate,19484,0.0,600.0,360.0,1.0,Semiurban,Y
LP002820,Male,Yes,0,Graduate,5923,2054.0,211.0,360.0,1.0,Rural,Y
LP002821,Male,No,0,Not Graduate,5800,0.0,132.0,360.0,1.0,Semiurban,Y
LP002832,Male,Yes,2,Graduate,8799,0.0,258.0,360.0,0.0,Urban,N
LP002833,Male,Yes,0,Not Graduate,4467,0.0,120.0,360.0,1.0,Rural,Y
LP002836,Male,No,0,Graduate,3333,0.0,70.0,360.0,1.0,Urban,Y
LP002837,Male,Yes,3,Graduate,3400,2500.0,123.0,360.0,0.0,Rural,N
LP002840,Female,No,0,Graduate,2378,0.0,9.0,360.0,1.0,Urban,N
LP002841,Male,Yes,0,Graduate,3166,2064.0,104.0,360.0,0.0,Urban,N
LP002842,Male,Yes,1,Graduate,3417,1750.0,186.0,360.0,1.0,Urban,Y
LP002847,Male,Yes,0.7629382303839732,Graduate,5116,1451.0,165.0,360.0,0.0,Urban,N
LP002855,Male,Yes,2,Graduate,16666,0.0,275.0,360.0,1.0,Urban,Y
LP002862,Male,Yes,2,Not Graduate,6125,1625.0,187.0,480.0,1.0,Semiurban,N
LP002863,Male,Yes,3,Graduate,6406,0.0,150.0,360.0,1.0,Semiurban,N
LP002868,Male,Yes,2,Graduate,3159,461.0,108.0,84.0,1.0,Urban,Y
LP002872,,Yes,0,Graduate,3087,2210.0,136.0,360.0,0.0,Semiurban,N
LP002874,Male,No,0,Graduate,3229,2739.0,110.0,360.0,1.0,Urban,Y
LP002877,Male,Yes,1,Graduate,1782,2232.0,107.0,360.0,1.0,Rural,Y
LP002888,Male,No,0,Graduate,3182,2917.0,161.0,360.0,1.0,Urban,Y
LP002892,Male,Yes,2,Graduate,6540,0.0,205.0,360.0,1.0,Semiurban,Y
LP002893,Male,No,0,Graduate,1836,33837.0,90.0,360.0,1.0,Urban,N
LP002894,Female,Yes,0,Graduate,3166,0.0,36.0,360.0,1.0,Semiurban,Y
LP002898,Male,Yes,1,Graduate,1880,0.0,61.0,360.0,1.0,Rural,N
LP002911,Male,Yes,1,Graduate,2787,1917.0,146.0,360.0,0.0,Rural,N
LP002912,Male,Yes,1,Graduate,4283,3000.0,172.0,84.0,1.0,Rural,N
LP002916,Male,Yes,0,Graduate,2297,1522.0,104.0,360.0,1.0,Urban,Y
LP002917,Female,No,0,Not Graduate,2165,0.0,70.0,360.0,1.0,Semiurban,Y
LP002925,,No,0,Graduate,4750,0.0,94.0,360.0,1.0,Semiurban,Y
LP002926,Male,Yes,2,Graduate,2726,0.0,106.0,360.0,0.0,Semiurban,N
LP002928,Male,Yes,0,Graduate,3000,3416.0,56.0,180.0,1.0,Semiurban,Y
LP002931,Male,Yes,2,Graduate,6000,0.0,205.0,240.0,1.0,Semiurban,N
LP002933,,No,3,Graduate,9357,0.0,292.0,360.0,1.0,Semiurban,Y
LP002936,Male,Yes,0,Graduate,3859,3300.0,142.0,180.0,1.0,Rural,Y
LP002938,Male,Yes,0,Graduate,16120,0.0,260.0,360.0,1.0,Urban,Y
LP002940,Male,No,0,Not Graduate,3833,0.0,110.0,360.0,1.0,Rural,Y
LP002941,Male,Yes,2,Not Graduate,6383,1000.0,187.0,360.0,1.0,Rural,N
LP002943,Male,No,0.7629382303839732,Graduate,2987,0.0,88.0,360.0,0.0,Semiurban,N
LP002945,Male,Yes,0,Graduate,9963,0.0,180.0,360.0,1.0,Rural,Y
LP002948,Male,Yes,2,Graduate,5780,0.0,192.0,360.0,1.0,Urban,Y
LP002949,Female,No,3,Graduate,416,41667.0,350.0,180.0,1.0,Urban,N
LP002950,Male,Yes,0,Not Graduate,2894,2792.0,155.0,360.0,1.0,Rural,Y
LP002953,Male,Yes,3,Graduate,5703,0.0,128.0,360.0,1.0,Urban,Y
LP002958,Male,No,0,Graduate,3676,4301.0,172.0,360.0,1.0,Rural,Y
